Entity,Code,Year,Low-carbon energy (TWh growth - equivalent),Renewables (TWh growth - equivalent),Fossil fuels (TWh growth),Nuclear (TWh growth - equivalent)
Netherlands,NLD,2015,5.6230965,5.720684,8.248413,-0.09758663
Netherlands,NLD,2016,2.1811447,2.5460205,15.99939,-0.3648758
Netherlands,NLD,2017,5.8374596,7.3217926,-20.912476,-1.484334
Netherlands,NLD,2018,5.1663933,4.9321175,-5.393799,0.23427773
Netherlands,NLD,2019,13.843651,12.877464,-14.680176,0.9661827
Netherlands,NLD,2020,29.590149,29.178856,-74.959595,0.41129303
Netherlands,NLD,2021,17.579147,18.272736,7.3963623,-0.6935892
New Zealand,NZL,1966,2.3573418,2.3573418,2.9739532,0
New Zealand,NZL,1967,0.5899544,0.5899544,0.20175934,0
New Zealand,NZL,1968,2.0903587,2.0903587,0.043979645,0
New Zealand,NZL,1969,-0.31431198,-0.31431198,1.9161873,0
New Zealand,NZL,1970,2.9047165,2.9047165,7.82679,0
New Zealand,NZL,1971,5.0483246,5.0483246,-0.055656433,0
New Zealand,NZL,1972,2.577259,2.577259,4.859993,0
New Zealand,NZL,1973,-0.5363159,-0.5363159,5.273941,0
New Zealand,NZL,1974,2.8754196,2.8754196,-0.61631775,0
New Zealand,NZL,1975,4.450321,4.450321,-2.4680176,0
New Zealand,NZL,1976,-3.5852547,-3.5852547,7.729141,0
New Zealand,NZL,1977,-2.5209084,-2.5209084,4.8651505,0
New Zealand,NZL,1978,2.843483,2.843483,-4.5671844,0
New Zealand,NZL,1979,7.882473,7.882473,-5.9903717,0
New Zealand,NZL,1980,2.9908905,2.9908905,-2.2434082,0
New Zealand,NZL,1981,0.85115814,0.85115814,-0.53383636,0
New Zealand,NZL,1982,-3.9795227,-3.9795227,8.294632,0
New Zealand,NZL,1983,4.3322334,4.3322334,1.1673431,0
New Zealand,NZL,1984,2.2890549,2.2890549,5.4579544,0
New Zealand,NZL,1985,-2.3389664,-2.3389664,4.035988,0
New Zealand,NZL,1986,7.273369,7.273369,4.8488846,0
New Zealand,NZL,1987,-0.514534,-0.514534,2.0371475,0
New Zealand,NZL,1988,3.0845184,3.0845184,4.856903,0
New Zealand,NZL,1989,0.1980133,0.1980133,-18.356323,0
New Zealand,NZL,1990,2.9348297,2.9348297,25.742996,0
New Zealand,NZL,1991,-0.3758011,-0.3758011,4.0125885,0
New Zealand,NZL,1992,-5.483391,-5.483391,5.802643,0
New Zealand,NZL,1993,7.529907,7.529907,-1.969101,0
New Zealand,NZL,1994,6.528404,6.528404,4.7510223,0
New Zealand,NZL,1995,4.883339,4.883339,2.525467,0
New Zealand,NZL,1996,-4.208931,-4.208931,7.464386,0
New Zealand,NZL,1997,-8.364052,-8.364052,8.941498,0
New Zealand,NZL,1998,6.8593597,6.8593597,-6.9132843,0
New Zealand,NZL,1999,-6.3469315,-6.3469315,7.6128387,0
New Zealand,NZL,2000,5.265869,5.265869,4.7996216,0
New Zealand,NZL,2001,-9.2030945,-9.2030945,6.6457214,0
New Zealand,NZL,2002,8.389786,8.389786,0.0067443848,0
New Zealand,NZL,2003,-4.4328156,-4.4328156,-3.1950836,0
New Zealand,NZL,2004,10.916336,10.916336,-2.7535553,0
New Zealand,NZL,2005,-9.876732,-9.876732,2.5714111,0
New Zealand,NZL,2006,0.9831314,0.9831314,0.99884033,0
New Zealand,NZL,2007,1.0898819,1.0898819,-1.9042664,0
New Zealand,NZL,2008,-2.0571442,-2.0571442,2.802475,0
New Zealand,NZL,2009,7.7800293,7.7800293,-8.558487,0
New Zealand,NZL,2010,4.076233,4.076233,0.96694946,0
New Zealand,NZL,2011,2.2645035,2.2645035,-0.8041687,0
New Zealand,NZL,2012,-5.6082916,-5.6082916,7.173279,0
New Zealand,NZL,2013,0.7238922,0.7238922,1.2392883,0
New Zealand,NZL,2014,5.5624466,5.5624466,5.32016,0
New Zealand,NZL,2015,2.0340652,2.0340652,-0.59628296,0
New Zealand,NZL,2016,3.1626434,3.1626434,-0.6269989,0
New Zealand,NZL,2017,-3.1274948,-3.1274948,7.808319,0
New Zealand,NZL,2018,2.0899353,2.0899353,-3.9578094,0
New Zealand,NZL,2019,-1.294754,-1.294754,7.566742,0
New Zealand,NZL,2020,-3.542183,-3.542183,-21.110046,0
New Zealand,NZL,2021,0.5499878,0.5499878,-6.0307465,
Non-OECD (BP),,1966,58.44507,57.83423,752.09766,0.61089563
Non-OECD (BP),,1967,6.191284,5.578308,439.95508,0.6129999
Non-OECD (BP),,1968,96.89386,94.45508,562.3994,2.4387326
Non-OECD (BP),,1969,77.115906,73.548645,945.1113,3.5672493
Non-OECD (BP),,1970,92.38812,88.60553,1194.0342,3.78263
Non-OECD (BP),,1971,56.7558,54.74536,1180.1699,2.0104446
Non-OECD (BP),,1972,68.576904,55.57257,1027.3984,13.004278
Non-OECD (BP),,1973,64.1095,48.05957,1133.7871,16.049976
Non-OECD (BP),,1974,137.16309,111.36951,842.52734,25.793484
Non-OECD (BP),,1975,79.21521,48.89563,1166.2461,30.319618
Non-OECD (BP),,1976,127.88269,92.58435,1100.3633,35.29843
Non-OECD (BP),,1977,161.26892,127.43213,1366.8301,33.8367
Non-OECD (BP),,1978,173.06348,157.34424,1294.6523,15.719238
Non-OECD (BP),,1979,141.43628,110.651855,1132.4629,30.784409
Non-OECD (BP),,1980,182.70923,137.48853,510.20508,45.22078
Non-OECD (BP),,1981,120.49609,65.2738,607.1133,55.2222
Non-OECD (BP),,1982,65.988525,14.258789,913.7207,51.729584
Non-OECD (BP),,1983,155.18115,91.505615,957.1328,63.675934
Non-OECD (BP),,1984,321.7351,188.84204,1281.7773,132.8927
Non-OECD (BP),,1985,191.91968,126.54614,749.39844,65.37396
Non-OECD (BP),,1986,87.3562,113.58423,1160.7793,-26.228088
Non-OECD (BP),,1987,174.36914,75.53613,1395.5762,98.832886
Non-OECD (BP),,1988,257.8318,153.2268,1352.207,104.60492
Non-OECD (BP),,1989,39.104248,72.41943,775.6914,-33.315125
Non-OECD (BP),,1990,76.40967,96.43164,779.5625,-20.021912
Non-OECD (BP),,1991,114.49512,110.275635,113.91016,4.2192993
Non-OECD (BP),,1992,25.641357,36.94336,62.69922,-11.301758
Non-OECD (BP),,1993,175.03052,167.74805,-235.67188,7.2821045
Non-OECD (BP),,1994,149.08398,181.31104,130.97266,-32.226624
Non-OECD (BP),,1995,160.86523,134.36084,503.78516,26.50409
Non-OECD (BP),,1996,78.805176,-1.0085449,827.6836,79.81384
Non-OECD (BP),,1997,81.618164,67.49243,329.625,14.125732
Non-OECD (BP),,1998,140.67139,163.61475,317.89453,-22.943604
Non-OECD (BP),,1999,83.893555,36.162354,854.53906,47.73169
Non-OECD (BP),,2000,198.24707,129.66553,1326.5898,68.58136
Non-OECD (BP),,2001,114.31543,77.56763,1433.1289,36.74774
Non-OECD (BP),,2002,120.22705,72.93335,1713.1758,47.293823
Non-OECD (BP),,2003,114.8418,47.409668,3370.9414,67.43182
Non-OECD (BP),,2004,497.70312,474.31592,4098.996,23.38733
Non-OECD (BP),,2005,237.47607,234.34912,3349.1836,3.1269531
Non-OECD (BP),,2006,286.87598,254.7622,3183.5586,32.114014
Non-OECD (BP),,2007,308.39697,287.25342,3348.4062,21.14331
Non-OECD (BP),,2008,452.34375,428.06738,1850.5664,24.276245
Non-OECD (BP),,2009,98.54346,111.29492,1019.2578,-12.7508545
Non-OECD (BP),,2010,588.6992,528.70215,3651.2344,59.996826
Non-OECD (BP),,2011,220.49707,153.51123,3828.8438,66.98535
Non-OECD (BP),,2012,547.3335,517.5337,2070.6797,29.799683
Non-OECD (BP),,2013,561.5547,554.16846,1416.0156,7.387207
Non-OECD (BP),,2014,633.33105,541.88525,1562.9609,91.44531
Non-OECD (BP),,2015,351.19238,235.70752,731.2969,115.48486
Non-OECD (BP),,2016,688.47363,595.38965,1191.625,93.08447
Non-OECD (BP),,2017,694.7783,610.57715,1736.7734,84.20044
Non-OECD (BP),,2018,898.9795,774.28516,2402.1562,124.69519
Non-OECD (BP),,2019,878.6338,704.81055,1155.0625,173.82288
Non-OECD (BP),,2020,665.8789,623.54297,-2387.2578,42.336304
Non-OECD (BP),,2021,1065.1943,903.23926,4892.7188,161.95337
North America,,1966,52.93463,47.21045,871.5596,5.724043
North America,,1967,98.09985,91.70215,517.96484,6.3977146
North America,,1968,35.648193,18.978638,1038.8242,16.66952
North America,,1969,132.56726,129.54236,872.0508,3.0249977
North America,,1970,44.63147,19.663696,766.5664,24.967773
North America,,1971,130.63428,72.7832,342.41992,57.851242
North America,,1972,140.65662,84.55322,1012.6582,56.103302
North America,,1973,154.79077,44.18982,909.9785,110.60089
North America,,1974,225.74512,136.24036,-605.39844,89.50476
North America,,1975,134.56824,-34.217896,-674.39453,168.78622
North America,,1976,69.88599,0.58447266,1145.4434,69.30145
North America,,1977,46.088867,-157.7926,663.81836,203.88135
North America,,1978,310.24512,220.23083,295.94727,90.01428
North America,,1979,-16.050049,35.87024,400.92383,-51.920288
North America,,1980,2.6972656,6.926758,-666.78906,-4.2296143
North America,,1981,97.58008,27.415527,-622.5293,70.164795
North America,,1982,138.28442,113.026855,-1042.4844,25.257568
North America,,1983,159.01855,97.30054,-267.9922,61.71814
North America,,1984,165.89526,54.257324,1053.1152,111.63806
North America,,1985,137.82031,-53.197144,-65.6875,191.01733
North America,,1986,163.75244,42.617188,14.806641,121.13513
North America,,1987,45.242188,-94.92102,778.08984,140.16321
North America,,1988,133.27173,-96.80115,962.5254,230.07275
North America,,1989,121.092285,122.996826,520.06055,-1.904419
North America,,1990,227.41309,97.69458,-239.69727,129.71838
North America,,1991,170.25098,26.200317,-150.91406,144.05078
North America,,1992,-48.183594,-53.569702,471.12305,5.3862305
North America,,1993,126.208984,111.04944,442.54102,15.15918
North America,,1994,66.336914,-60.90674,579.1504,127.2439
North America,,1995,270.81982,188.58545,314.50195,82.234375
North America,,1996,174.56396,186.51196,817.5762,-11.948242
North America,,1997,-163.06445,-3.8813477,408.64844,-159.18237
North America,,1998,-54.808105,-154.90527,244.0625,100.096924
North America,,1999,229.80469,59.135498,352.79492,170.66943
North America,,2000,-21.38623,-90.96582,825.5781,69.57861
North America,,2001,-237.97998,-278.5177,-474.39453,40.53784
North America,,2002,214.40039,197.92737,356.5332,16.473145
North America,,2003,-91.66797,-27.913574,209.5293,-63.753906
North America,,2004,97.743164,2.392334,569.69336,95.35034
North America,,2005,62.464844,88.7063,89.04492,-26.2417
North America,,2006,66.072266,50.7959,-232.62695,15.276855
North America,,2007,-44.879883,-70.464355,519.16406,25.584473
North America,,2008,117.18994,128.71655,-862.55273,-11.526611
North America,,2009,-1.9155273,48.615234,-1526.3145,-50.530518
North America,,2010,2.868164,6.3999023,908.4707,-3.5317383
North America,,2011,254.91895,298.13623,-266.79102,-43.21753
North America,,2012,-117.615234,-44.661377,-551.334,-72.95386
North America,,2013,167.30713,97.3811,577.8574,69.92627
North America,,2014,62.405273,50.50708,193.59766,11.897705
North America,,2015,12.731934,36.614746,-249.63672,-23.882568
North America,,2016,206.15625,201.2456,-298.86523,4.9104004
North America,,2017,223.51904,239.54053,-34.88867,-16.020752
North America,,2018,42.17578,45.43628,931.96094,-3.2607422
North America,,2019,38.46631,46.10376,-339.62695,-7.637451
North America,,2020,120.66504,188.97314,-2681.6113,-68.30884
North America,,2021,91.055176,142.79443,1291.2266,-51.739014
North America (BP),,1966,52.758728,47.068726,861.917,5.689993
North America (BP),,1967,98.295044,91.97107,506.34766,6.3239403
North America (BP),,1968,35.678345,18.952148,1032.6816,16.726269
North America (BP),,1969,132.5564,129.48022,864.90234,3.0760765
North America (BP),,1970,44.433228,19.465576,726.80273,24.96777
North America (BP),,1971,125.93884,68.087524,336.60938,57.851242
North America (BP),,1972,141.07971,84.97632,975.86914,56.103302
North America (BP),,1973,154.55933,43.958496,886.31836,110.60089
North America (BP),,1974,225.81567,136.31091,-600.93945,89.50473
North America (BP),,1975,134.65674,-34.129395,-654.3418,168.78625
North America (BP),,1976,68.440186,-0.8614502,1134.9375,69.30151
North America (BP),,1977,46.82666,-157.05457,645.6875,203.88129
North America (BP),,1978,308.79004,218.77563,287.33203,90.01428
North America (BP),,1979,-16.594238,35.32617,397.2246,-51.920227
North America (BP),,1980,3.6643066,7.893921,-710.334,-4.2296753
North America (BP),,1981,95.230225,25.065308,-629.2617,70.164795
North America (BP),,1982,139.81396,114.5564,-998.6758,25.257568
North America (BP),,1983,158.20679,96.48877,-251.80664,61.71814
North America (BP),,1984,165.86353,54.225464,1033.332,111.63806
North America (BP),,1985,138.09839,-52.918945,-44.86133,191.01746
North America (BP),,1986,162.26147,41.12622,19.386719,121.13501
North America (BP),,1987,44.57837,-95.58484,768.4238,140.16321
North America (BP),,1988,132.2268,-97.84558,954.4043,230.07275
North America (BP),,1989,124.63135,126.5354,503.52344,-1.904419
North America (BP),,1990,243.58887,113.87048,-241.06055,129.71838
North America (BP),,1991,173.573,29.522339,-142.45703,144.05078
North America (BP),,1992,-45.93799,-51.323975,483.49023,5.3862305
North America (BP),,1993,130.06787,114.90845,435.77734,15.15918
North America (BP),,1994,71.450195,-55.7937,556.39453,127.2439
North America (BP),,1995,272.97754,190.74341,307.40625,82.234375
North America (BP),,1996,163.91895,175.86646,793.38477,-11.948242
North America (BP),,1997,-156.20166,2.9819336,386.32617,-159.18262
North America (BP),,1998,-51.895508,-151.99316,229.22461,100.09717
North America (BP),,1999,228.69385,58.02417,354.47266,170.66943
North America (BP),,2000,-13.492676,-83.0708,763.9121,69.57861
North America (BP),,2001,-234.95264,-275.4906,-493.7422,40.53784
North America (BP),,2002,221.229,204.75598,335.84766,16.473145
North America (BP),,2003,-75.39111,-11.637451,188.33984,-63.753906
North America (BP),,2004,113.85254,18.502197,551.6992,95.35034
North America (BP),,2005,76.48682,102.72876,75.208984,-26.241943
North America (BP),,2006,104.072266,88.795654,-277.33008,15.2771
North America (BP),,2007,-4.145508,-29.730469,523.19336,25.584473
North America (BP),,2008,180.12598,191.65234,-842.1172,-11.526611
North America (BP),,2009,28.200195,78.73096,-1497.6133,-50.530518
North America (BP),,2010,43.58496,47.116943,899.19336,-3.5314941
North America (BP),,2011,285.19873,328.41602,-271.33594,-43.217773
North America (BP),,2012,-113.612305,-40.658447,-539.93945,-72.95386
North America (BP),,2013,198.54541,128.61938,585.1758,69.92627
North America (BP),,2014,70.8833,58.98584,198.63672,11.897705
North America (BP),,2015,28.575195,52.45752,-254.60742,-23.882568
North America (BP),,2016,235.90723,230.99658,-287.88867,4.9104004
North America (BP),,2017,224.98242,241.00317,-32.820312,-16.020752
North America (BP),,2018,37.910645,41.171143,929.9629,-3.2607422
North America (BP),,2019,49.550293,57.188232,-348.25977,-7.637451
North America (BP),,2020,78.38623,146.69458,-2600.998,-68.30859
North America (BP),,2021,123.38965,175.1289,1240.0977,-51.739258
North Macedonia,MKD,1991,1.0556452,1.0556452,-1.2677917,0
North Macedonia,MKD,1992,0,0,0.7895241,0
North Macedonia,MKD,1993,-0.96397865,-0.96397865,1.0065022,0
North Macedonia,MKD,1994,0.5115591,0.5115591,-2.3492146,0
North Macedonia,MKD,1995,0.31344104,0.31344104,-0.104120255,0
North Macedonia,MKD,1996,0.14489245,0.14489245,4.484289,0
North Macedonia,MKD,1997,0.14784932,0.14784932,-3.414547,0
North Macedonia,MKD,1998,0.5411291,0.5411291,3.3692398,0
North Macedonia,MKD,1999,0.90483856,0.90483856,-2.3248634,0
North Macedonia,MKD,2000,-0.6475804,-0.6475804,-1.0086689,0
North Macedonia,MKD,2001,-1.6206223,-1.6206223,-0.20252609,0
North Macedonia,MKD,2002,0.3705026,0.3705026,-1.0335732,0
North Macedonia,MKD,2003,1.7752125,1.7752125,1.8388958,0
North Macedonia,MKD,2004,0.28583765,0.28583765,-0.68436813,0
North Macedonia,MKD,2005,0.0016050339,0.0016050339,0.96816444,0
North Macedonia,MKD,2006,0.4227047,0.4227047,0.119781494,0
North Macedonia,MKD,2007,-1.8390205,-1.8390205,1.5903149,0
North Macedonia,MKD,2008,-0.49544835,-0.49544835,-0.6287632,0
North Macedonia,MKD,2009,1.1862955,1.1862955,-1.6645374,0
North Macedonia,MKD,2010,3.20076,3.20076,-0.553318,0
North Macedonia,MKD,2011,-2.7911303,-2.7911303,2.7097454,0
North Macedonia,MKD,2012,-1.0942414,-1.0942414,-1.3422756,0
North Macedonia,MKD,2013,1.479506,1.479506,-2.734581,0
North Macedonia,MKD,2014,-0.8423891,-0.8423891,-1.3095131,0
North Macedonia,MKD,2015,1.9742894,1.9742894,-0.45555687,0
North Macedonia,MKD,2016,0.07728529,0.07728529,1.0321941,0
North Macedonia,MKD,2017,-2.0742605,-2.0742605,0.91765785,0
North Macedonia,MKD,2018,1.7532661,1.7532661,-1.7843037,0
North Macedonia,MKD,2019,-1.6569338,-1.6569338,3.3100948,0
North Macedonia,MKD,2020,0.3329463,0.3329463,-4.3417854,0
North Macedonia,MKD,2021,0.40096426,0.40096426,1.6072445,0
Norway,NOR,1966,-2.0935516,-2.0935516,7.0642548,0
Norway,NOR,1967,13.474991,13.474991,2.813385,0
Norway,NOR,1968,20.415054,20.415054,8.069466,0
Norway,NOR,1969,-8.380096,-8.380096,8.780014,0
Norway,NOR,1970,1.2921906,1.2921906,11.042961,0
Norway,NOR,1971,16.077164,16.077164,-1.6151886,0
Norway,NOR,1972,12.336548,12.336548,5.353195,0
Norway,NOR,1973,16.1156,16.1156,2.3759613,0
Norway,NOR,1974,11.029572,11.029572,-8.0229645,0
Norway,NOR,1975,2.1674652,2.1674652,2.67984,0
Norway,NOR,1976,13.611023,13.611023,9.803909,0
Norway,NOR,1977,-29.306732,-29.306732,0.8651657,0
Norway,NOR,1978,25.678513,25.678513,14.799156,0
Norway,NOR,1979,23.632248,23.632248,2.7269897,0
Norway,NOR,1980,-15.036285,-15.036285,-4.2710724,0
Norway,NOR,1981,27.266388,27.266388,-5.996666,0
Norway,NOR,1982,-0.9906006,-0.9906006,-3.7034912,0
Norway,NOR,1983,38.999756,38.999756,0.2868805,0
Norway,NOR,1984,0.6357422,0.6357422,4.816963,0
Norway,NOR,1985,-10.392639,-10.392639,5.6209564,0
Norway,NOR,1986,-18.213074,-18.213074,7.610901,0
Norway,NOR,1987,20.895844,20.895844,0.61187744,0
Norway,NOR,1988,16.531036,16.531036,-2.784607,0
Norway,NOR,1989,28.224915,28.224915,1.8658447,0
Norway,NOR,1990,8.704285,8.704285,-3.4943848,0
Norway,NOR,1991,-32.572174,-32.572174,-6.033798,0
Norway,NOR,1992,19.387299,19.387299,4.885269,0
Norway,NOR,1993,7.6269226,7.6269226,7.7397156,0
Norway,NOR,1994,-22.357422,-22.357422,5.4018707,0
Norway,NOR,1995,29.296417,29.296417,0.018844604,0
Norway,NOR,1996,-52.19937,-52.19937,10.119278,0
Norway,NOR,1997,17.286743,17.286743,6.6540985,0
Norway,NOR,1998,17.621582,17.621582,1.9928436,0
Norway,NOR,1999,17.051575,17.051575,-3.5192719,0
Norway,NOR,2000,60.23053,60.23053,-3.5193024,0
Norway,NOR,2001,-65.46765,-65.46765,9.959686,0
Norway,NOR,2002,23.733673,23.733673,-2.5750885,0
Norway,NOR,2003,-70.92862,-70.92862,6.8009644,0
Norway,NOR,2004,7.766754,7.766754,1.1516418,0
Norway,NOR,2005,75.6828,75.6828,-5.856735,0
Norway,NOR,2006,-48.34189,-48.34189,1.098587,0
Norway,NOR,2007,38.981445,38.981445,-1.563385,0
Norway,NOR,2008,12.8723755,12.8723755,-0.21391296,0
Norway,NOR,2009,-41.221466,-41.221466,-2.2204285,0
Norway,NOR,2010,-25.744751,-25.744751,4.623932,0
Norway,NOR,2011,8.877106,8.877106,-1.7951965,0
Norway,NOR,2012,57.459747,57.459747,-3.1785736,0
Norway,NOR,2013,-38.255493,-38.255493,3.2095795,0
Norway,NOR,2014,18.088074,18.088074,-2.3023224,0
Norway,NOR,2015,3.597992,3.597992,1.6030273,0
Norway,NOR,2016,10.35318,10.35318,-5.1678314,0
Norway,NOR,2017,-1.5742493,-1.5742493,2.019455,0
Norway,NOR,2018,-7.352234,-7.352234,1.3437805,0
Norway,NOR,2019,-33.27368,-33.27368,-2.8618164,0
Norway,NOR,2020,51.21347,51.21347,-6.408905,0
Norway,NOR,2021,9.793182,9.793182,-0.9057617,0
OECD (BP),,1966,152.00879,127.38428,1348.3574,24.624733
OECD (BP),,1967,78.0813,60.043945,1192.9922,18.0372
OECD (BP),,1968,99.80786,70.72998,2104.4258,29.07798
OECD (BP),,1969,138.69531,114.82324,2206.2344,23.872223
OECD (BP),,1970,121.648926,76.934814,1999.3906,44.71402
OECD (BP),,1971,193.8501,108.38135,895.02344,85.46878
OECD (BP),,1972,228.98828,121.48047,1851.4492,107.50775
OECD (BP),,1973,143.50977,12.7854,2314.082,130.72452
OECD (BP),,1974,426.09424,273.97974,-1002.9219,152.1145
OECD (BP),,1975,266.53564,3.887207,-1186.293,262.64838
OECD (BP),,1976,46.19922,-96.76416,2294.6797,142.96344
OECD (BP),,1977,293.3589,26.769775,767.3594,266.5891
OECD (BP),,1978,450.23584,218.39185,1037.8438,231.84424
OECD (BP),,1979,183.1499,142.81079,1151.8945,40.339355
OECD (BP),,1980,111.52783,-16.52295,-1447.3477,128.05005
OECD (BP),,1981,363.76904,53.44409,-1418.9805,310.32507
OECD (BP),,1982,265.59814,114.65283,-1670.3906,150.94507
OECD (BP),,1983,447.11182,165.64624,-309.8047,281.46558
OECD (BP),,1984,526.53906,33.034668,1614.2578,493.50488
OECD (BP),,1985,604.60547,4.998291,576.9336,599.60693
OECD (BP),,1986,329.35498,2.8781738,309.04688,326.47705
OECD (BP),,1987,323.54785,25.135742,1112.3086,298.41162
OECD (BP),,1988,392.22998,52.717773,1368.4961,339.5122
OECD (BP),,1989,123.43262,-62.431396,855.5625,185.86377
OECD (BP),,1990,342.84863,165.48291,-25.769531,177.36572
OECD (BP),,1991,328.90137,61.534668,130.21094,267.3672
OECD (BP),,1992,45.54297,-10.915283,471.4922,56.458984
OECD (BP),,1993,445.87793,246.76636,375.4375,199.11035
OECD (BP),,1994,40.18457,-108.43164,925.2383,148.61621
OECD (BP),,1995,519.36914,271.90625,1038.6641,247.4624
OECD (BP),,1996,269.46094,109.77539,1717.6445,159.68701
OECD (BP),,1997,48.561523,109.57471,595.02734,-61.01367
OECD (BP),,1998,69.85156,-69.84326,146.55078,139.69385
OECD (BP),,1999,279.83105,65.006836,622.1836,214.82568
OECD (BP),,2000,152.60254,59.597168,1054.6172,93.00488
OECD (BP),,2001,-167.92676,-289.04834,-303.16797,121.12158
OECD (BP),,2002,156.5039,133.29834,448.26953,23.206055
OECD (BP),,2003,-287.1494,-19.354004,844.41797,-267.79492
OECD (BP),,2004,447.51953,185.80225,756.3008,261.7168
OECD (BP),,2005,109.45801,140.96045,265.80078,-31.50293
OECD (BP),,2006,216.23633,202.0044,-60.558594,14.231445
OECD (BP),,2007,-145.92188,78.09375,551.52734,-224.01465
OECD (BP),,2008,276.5254,370.06494,-1019.66797,-93.53955
OECD (BP),,2009,1.1728516,137.76709,-3204.7266,-136.59473
OECD (BP),,2010,450.83594,370.03906,1880.9727,80.79736
OECD (BP),,2011,-10.670898,407.89795,-644.03125,-418.56982
OECD (BP),,2012,-249.66211,301.29492,-346.70312,-550.95654
OECD (BP),,2013,342.31738,337.20508,287.35938,5.1123047
OECD (BP),,2014,176.40625,174.66553,-717.52344,1.7416992
OECD (BP),,2015,250.02832,316.4336,-49.839844,-66.40625
OECD (BP),,2016,263.3838,297.42822,14.703125,-34.04541
OECD (BP),,2017,322.05957,386.1831,233.96094,-64.12305
OECD (BP),,2018,340.94922,344.50195,724.1953,-3.5517578
OECD (BP),,2019,314.02637,270.57715,-946.40234,43.44922
OECD (BP),,2020,161.16895,487.4912,-4943.8047,-326.32373
OECD (BP),,2021,366.66504,286.58105,2325.1719,80.08447
Oceania,,1966,1.299717,1.299717,24.373108,0
Oceania,,1967,1.3801346,1.3801346,26.403076,0
Oceania,,1968,3.0841331,3.0841331,27.650879,0
Oceania,,1969,1.8518066,1.8518066,20.48462,0
Oceania,,1970,7.236618,7.236618,51.168274,0
Oceania,,1971,9.007492,9.007492,24.691101,0
Oceania,,1972,2.7671585,2.7671585,31.95752,0
Oceania,,1973,1.8149033,1.8149033,46.183655,0
Oceania,,1974,7.8618546,7.8618546,36.94232,0
Oceania,,1975,7.6398926,7.6398926,6.3415527,0
Oceania,,1976,-5.7714844,-5.7714844,35.103394,0
Oceania,,1977,-4.4999695,-4.4999695,43.72455,0
Oceania,,1978,6.112404,6.112404,17.41626,0
Oceania,,1979,6.654564,6.654564,25.308044,0
Oceania,,1980,0.5806885,0.5806885,3.1223755,0
Oceania,,1981,2.0938644,2.0938644,11.770325,0
Oceania,,1982,-6.862892,-6.862892,3.30365,0
Oceania,,1983,2.1486511,2.1486511,-25.629395,0
Oceania,,1984,5.284767,5.284767,33.943054,0
Oceania,,1985,0.1175766,0.1175766,26.72937,0
Oceania,,1986,7.53833,7.53833,21.919006,0
Oceania,,1987,-1.7008972,-1.7008972,29.500366,0
Oceania,,1988,6.0486145,6.0486145,44.16162,0
Oceania,,1989,0.21136475,0.21136475,30.263428,0
Oceania,,1990,4.269356,4.269356,45.384155,0
Oceania,,1991,2.156166,2.156166,-6.272949,0
Oceania,,1992,-4.7701187,-4.7701187,21.97168,0
Oceania,,1993,8.860565,8.860565,18.590332,0
Oceania,,1994,5.9308014,5.9308014,46.73645,0
Oceania,,1995,3.776001,3.776001,52.4657,0
Oceania,,1996,-2.811554,-2.811554,39.904785,0
Oceania,,1997,-8.233749,-8.233749,37.962402,0
Oceania,,1998,6.716339,6.716339,22.272095,0
Oceania,,1999,-4.660919,-4.660919,56.943726,0
Oceania,,2000,5.321289,5.321289,12.656372,
Oceania,,2001,-10.352875,-10.352875,17.921265,
Oceania,,2002,10.224396,10.224396,24.532104,
Oceania,,2003,-2.5446472,-2.5446472,14.033813,
Oceania,,2004,12.969376,12.969376,38.77527,
Oceania,,2005,-5.966095,-5.966095,4.3325195,
Oceania,,2006,1.8886871,1.8886871,60.056152,
Oceania,,2007,-1.4873352,-1.4873352,35.795288,
Oceania,,2008,-5.8780365,-5.8780365,31.88855,
Oceania,,2009,10.076004,10.076004,-33.54895,
Oceania,,2010,9.167496,9.167496,-5.6341553,
Oceania,,2011,25.360489,25.360489,22.490356,
Oceania,,2012,-6.805542,-6.805542,-14.388672,
Oceania,,2013,14.709518,14.709518,6.7595215,
Oceania,,2014,-2.3572083,-2.3572083,23.828003,
Oceania,,2015,9.798721,9.798721,28.82544,
Oceania,,2016,18.535202,18.535202,-9.080322,
Oceania,,2017,-10.539902,-10.539902,9.563477,
Oceania,,2018,28.81224,28.81224,-9.532593,
Oceania,,2019,13.382126,13.382126,50.70105,
Oceania,,2020,19.622833,19.622833,-129.27026,
Oceania,,2021,34.071655,34.071655,-44.289307,
Oman,OMN,1966,0,0,0.024480559,0
Oman,OMN,1967,0,0,0.41912222,0
Oman,OMN,1968,0,0,0.11092502,0
Oman,OMN,1969,0,0,0.27660275,0
Oman,OMN,1970,0,0,0.0073944926,0
Oman,OMN,1971,0,0,14.535597,0
Oman,OMN,1972,0,0,2.2057133,0
Oman,OMN,1973,0,0,-2.301302,0
Oman,OMN,1974,0,0,-1.2480307,0
Oman,OMN,1975,0,0,-1.2231855,0
Oman,OMN,1976,0,0,1.9517002,0
Oman,OMN,1977,0,0,-0.54422855,0
Oman,OMN,1978,0,0,2.3302069,0
Oman,OMN,1979,0,0,2.5308514,0
Oman,OMN,1980,0,0,-2.114851,0
Oman,OMN,1981,0,0,0.96961975,0
Oman,OMN,1982,0,0,5.8539543,0
Oman,OMN,1983,0,0,-1.5318642,0
